"urls","Назва","Підписів","Успішна_лог","Дата","Завершена","Категорія"
"673","https://petition.kievcity.gov.ua/petition/?pid=5953","Выделить средства для благоустройства детской площадки по улице  Бажова 5",73,FALSE,"2017-03-21",TRUE,"Благоустрій, довкілля, тварини"
"674","https://petition.kievcity.gov.ua/petition/?pid=5951","Построить поземный пешеходный переход под Броварским проспектом рядом с западным выходом со станции метро ""Левобережная"".",86,FALSE,"2017-03-21",TRUE,"Інше"
"675","https://petition.kievcity.gov.ua/petition/?pid=5906","Запровадити піковий підвізний тролейбусний маршрут №29к (ст. м. ""Дарниця"" - вул. Сєрова)",35,FALSE,"2017-03-21",TRUE,"Транспорт"
"676","https://petition.kievcity.gov.ua/petition/?pid=5942","Перейменувати одну із площ міста Києва.",80,FALSE,"2017-03-20",TRUE,"Перейменування вулиць"
"677","https://petition.kievcity.gov.ua/petition/?pid=5946","ОБЛАШТУВАННЯ ОЗЕРА СРІБНИЙ КІЛ (М.ОСОКОРКИ). ОЧИСТИТИ ВІД ЛОТКІВ ТА БЕЗХАТЧЕНКІВ. СТВОРИТИ МІСЦЕ ДЛЯ СІМЕЙНОГО ВІДПОЧИНКУ",654,FALSE,"2017-03-20",TRUE,"Благоустрій, довкілля, тварини"
"678","https://petition.kievcity.gov.ua/petition/?pid=5945","Запретить в Киевских Цирках использовать животных!",3999,FALSE,"2017-03-20",TRUE,"Благоустрій, довкілля, тварини"
"679","https://petition.kievcity.gov.ua/petition/?pid=5937","Влада повинна реально і ефективно доносити інформацію про заплановані громадські слухання до мешканців міста чи району",85,FALSE,"2017-03-20",TRUE,"Інше"
"680","https://petition.kievcity.gov.ua/petition/?pid=5936","Вмикнути вуличне освітлення в парку Позняки, навколо озера Позняки, полагодити понівечині ліхтарі, встановити антивандальні плафони замість розбитих",445,FALSE,"2017-03-20",TRUE,"Благоустрій, довкілля, тварини"
"681","https://petition.kievcity.gov.ua/petition/?pid=5934","Продовження  «будівельної амністії» на 2017-2018 роки",18,FALSE,"2017-03-20",TRUE,"Містобудування"
"682","https://petition.kievcity.gov.ua/petition/?pid=5933","Повернути сквер коло Золотих воріт до первинного стану.",623,FALSE,"2017-03-17",TRUE,"Інше"
"683","https://petition.kievcity.gov.ua/petition/?pid=5930","Можливість реєстрації місця проживання новонародженної дитини при подачі документів на отримання соціальної допомоги від держави за заявої одного з батьків, згідно пост. КабМіну №207 від 02/03/2016",84,FALSE,"2017-03-17",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"684","https://petition.kievcity.gov.ua/petition/?pid=5929","Очистимо наше місто. Змусити власників собак прибирати за своїми питомцями та  встановити штрафи за вигул собак без необхідних для цього 2 пакетів та лопатки для прибирання фекалій.",4584,FALSE,"2017-03-16",TRUE,"Благоустрій, довкілля, тварини"
"685","https://petition.kievcity.gov.ua/petition/?pid=5926","Закріпити піший патруль для забезпечення правопорядку в парку ""Перемога""",83,FALSE,"2017-03-16",TRUE,"Інше"
"686","https://petition.kievcity.gov.ua/petition/?pid=5925","Облаштування скверу на місці колишнього будинку Ульянових по вул.Лабораторній (бувша Ульянових) в м.Києві",80,FALSE,"2017-03-15",TRUE,"Благоустрій, довкілля, тварини"
"687","https://petition.kievcity.gov.ua/petition/?pid=5924","Встановити сміттєві станції",468,FALSE,"2017-03-15",TRUE,"Житлово-комунальна інфраструктура та відходи"
"688","https://petition.kievcity.gov.ua/petition/?pid=5921","Ліквідувати в місті наземні переходи, що дублюють підземні, та організувати огородження проїзної частини для усунення можливості переходу у недозволеному місці.",97,FALSE,"2017-03-15",TRUE,"Транспорт"
"689","https://petition.kievcity.gov.ua/petition/?pid=5920","Запровадити графік прибирання вулиць, коли вони мають буди вільними від автомобілів для можливості прибирання (раз на тиждень, 2 тижні, місяць тощо).",142,FALSE,"2017-03-15",TRUE,"Житлово-комунальна інфраструктура та відходи"
"690","https://petition.kievcity.gov.ua/petition/?pid=5905","Своевременная оплата услуг ЖКХ.",330,FALSE,"2017-03-13",TRUE,"Житлово-комунальна інфраструктура та відходи"
"691","https://petition.kievcity.gov.ua/petition/?pid=5917","Переобладнати кінотеатр ""Екран"" в драматичний театр.",256,FALSE,"2017-03-13",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"692","https://petition.kievcity.gov.ua/petition/?pid=5915","Повернемо спортивний комплекс «ВОСХОД» дітям!",2301,FALSE,"2017-03-13",TRUE,"Інше"
"693","https://petition.kievcity.gov.ua/petition/?pid=5914","Предотвратить ГРУБОЕ нарушение прав детей.",42,FALSE,"2017-03-13",TRUE,"Транспорт"
"694","https://petition.kievcity.gov.ua/petition/?pid=5912","Переіменувати Вул. Червоноткацька в Деснянському р-ні. на Вул. Чумацький шлях",94,FALSE,"2017-03-13",TRUE,"Перейменування вулиць"
"695","https://petition.kievcity.gov.ua/petition/?pid=5911","переіменувати Вул. Бажова в Дніпровському р-ні, в Вул. Новорічна",7,FALSE,"2017-03-13",TRUE,"Перейменування вулиць"
"696","https://petition.kievcity.gov.ua/petition/?pid=5910","Переіменувати вулицю Червоноткацька в Дніпровському р-ні, в вулицю Святого Миколая",14,FALSE,"2017-03-13",TRUE,"Перейменування вулиць"
"697","https://petition.kievcity.gov.ua/petition/?pid=5909","Заборонити забудову зеленої зони київського лівобережжя вздовж затоки Десенки, урочища Горбачихи і Лівоборежної протоки та надати цій території відповідного природоохоронного статусу задля оздоровлен",5063,FALSE,"2017-03-13",TRUE,"Містобудування"
"698","https://petition.kievcity.gov.ua/petition/?pid=5907","Обмежити трансляцію  повідомлення ""Вихід до Міської Електрички"" в метрополітені так, щоб дане повідомлення звучало виключно в години роботи МЕ",26,FALSE,"2017-03-13",TRUE,"Транспорт"
"699","https://petition.kievcity.gov.ua/petition/?pid=5904","Зобов""язати ""торгові мережі"" - передавати продукти харчування, за якими спливає термін реалізації, не для знищення, а на соціальні центри допомоги, а сміття звалкам заборонити приймати такі продукти.",105,FALSE,"2017-03-13",TRUE,"Інше"
"700","https://petition.kievcity.gov.ua/petition/?pid=5903","Терміново створити реальні пункти прийому дуже шкідливих енергозберігаючих ламп, батарейок, ртутних термометрів. НЕМА ТЕМИ, ВАЖЛИВІШОЇ ЗА ЦЮ. МИ ВСІ ВЖЕ ГИНЕМО!!!",1395,FALSE,"2017-03-13",TRUE,"Інше"
"701","https://petition.kievcity.gov.ua/petition/?pid=5901","Убрать всю рекламу с дверей метро,мешающую обзору.",489,FALSE,"2017-03-13",TRUE,"Інше"
"702","https://petition.kievcity.gov.ua/petition/?pid=5900","Відновити та зробити благоустрій парка "" Прибрежний""",60,FALSE,"2017-03-13",TRUE,"Благоустрій, довкілля, тварини"
"703","https://petition.kievcity.gov.ua/petition/?pid=5898","Про постійне миття вулиць та тротуарів у місті Києві для забезпечення відповідного санітарного стану",127,FALSE,"2017-03-13",TRUE,"Інше"
"704","https://petition.kievcity.gov.ua/petition/?pid=5897","Пам'ятник Євгену Коновальцю",34,FALSE,"2017-03-13",TRUE,"Інше"
"705","https://petition.kievcity.gov.ua/petition/?pid=5896","Запровадити систему гарантійного ремонту доріг коштом підрядника, який будував дорогу, у разі, якщо дорога вийшла з ладу раніше ніж передбачено будівельними нормами.",1230,FALSE,"2017-03-13",TRUE,"Дорожнє господарство та паркування"
"706","https://petition.kievcity.gov.ua/petition/?pid=5895","Побудувати майданчик для гри в міні-футбол зi штучним покриттям та освітленням, для жителів макрорайону Бикiвня!",88,FALSE,"2017-03-13",TRUE,"Містобудування"
"707","https://petition.kievcity.gov.ua/petition/?pid=5891","Вирівняти граніт на Майдані на замінити плитку на граніт на Крещатику",38,FALSE,"2017-03-13",TRUE,"Дорожнє господарство та паркування"
"708","https://petition.kievcity.gov.ua/petition/?pid=5889","Проти будівництва 10-поверхового будинку по вул. Ярослава Галана, 32 (ЖК Solo House)",76,FALSE,"2017-03-13",TRUE,"Містобудування"
"709","https://petition.kievcity.gov.ua/petition/?pid=5887","Відклчити опалення на сходинкових клітинках",80,FALSE,"2017-03-13",TRUE,"Житлово-комунальна інфраструктура та відходи"
"710","https://petition.kievcity.gov.ua/petition/?pid=5884","Посадити дерева у відведених місцях вздовж дороги",212,FALSE,"2017-03-10",TRUE,"Благоустрій, довкілля, тварини"
"711","https://petition.kievcity.gov.ua/petition/?pid=5773","Обладнати Київ паркувальними місцями",152,FALSE,"2017-03-10",TRUE,"Дорожнє господарство та паркування"
"712","https://petition.kievcity.gov.ua/petition/?pid=5880","отключить отопление",1277,FALSE,"2017-03-09",TRUE,"Житлово-комунальна інфраструктура та відходи"
"713","https://petition.kievcity.gov.ua/petition/?pid=5878","Зобов'язати ""Київенерго"" почати відключення централізованого опалення в м. Києві негайно!",2427,FALSE,"2017-03-09",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"714","https://petition.kievcity.gov.ua/petition/?pid=5877","Виділити кошти на побудову нової школи у мікрорайоні Позняки 4/4а",1893,FALSE,"2017-03-09",TRUE,"Містобудування"
"715","https://petition.kievcity.gov.ua/petition/?pid=5876","ДОДАТИ ЩЕ 3-4 АВТОБУСА ДЛЯ МАРШУТУ АВТОБУСА  42, БО ТРЕБА ЧЕКАТИ АВТОБУС ВІД 45 ХВИЛИН  ДО 1.5 ГОДИНИ!!!",116,FALSE,"2017-03-09",TRUE,"Транспорт"
"716","https://petition.kievcity.gov.ua/petition/?pid=5874","Розмалювати переходи та стелю над екскалаторами в метро",117,FALSE,"2017-03-07",TRUE,"Інше"
"717","https://petition.kievcity.gov.ua/petition/?pid=5870","Відмовити ТОВ «Дитячий центр «Плекальня» у продовжені договору оренди на приміщення в ДНЗ №341 за адресою вул. Антоновича 150А в зв’язку з великою чергою дітей в даний та сусідні ДНЗ.",68,FALSE,"2017-03-07",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"718","https://petition.kievcity.gov.ua/petition/?pid=5872","Ввести тимчасовий мораторій на всілякого роду перейменування до остаточного вирішення більш нагальних економічних, інфраструктурних, соціальних проблем.",765,FALSE,"2017-03-07",TRUE,"Перейменування вулиць"
"719","https://petition.kievcity.gov.ua/petition/?pid=5866","Надати право випускати картку Киянина всім державним банкам за для конкуренції. А саме ПриватБанку та Укргазбанку (ОщадБанк повинен знати, що конкурує).",543,FALSE,"2017-03-06",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"720","https://petition.kievcity.gov.ua/petition/?pid=5864","Полагодити всі бювети з питною водою і підтримувати в робочому стані!",495,FALSE,"2017-03-06",TRUE,"Житлово-комунальна інфраструктура та відходи"
"721","https://petition.kievcity.gov.ua/petition/?pid=5858","Реформувати систему теплопостачання м. Києва",1065,FALSE,"2017-03-06",TRUE,"Житлово-комунальна інфраструктура та відходи"
"722","https://petition.kievcity.gov.ua/petition/?pid=5857","Перейменувати Петрівську алею на Алею Динамо",98,FALSE,"2017-03-06",TRUE,"Перейменування вулиць"
"723","https://petition.kievcity.gov.ua/petition/?pid=5856","Необхідність будівництва загальноосвітньої державної школи в Голосіївському районі (мікрорайон Теремки-3)",1519,FALSE,"2017-03-06",TRUE,"Інше"
"724","https://petition.kievcity.gov.ua/petition/?pid=5855","Створення місць для вигулу домашніх тварин",825,FALSE,"2017-03-06",TRUE,"Благоустрій, довкілля, тварини"
"725","https://petition.kievcity.gov.ua/petition/?pid=5850","Школа майстрiв",45,FALSE,"2017-03-06",TRUE,"Інше"
"726","https://petition.kievcity.gov.ua/petition/?pid=5849","Заборонити продовження концесії на майновий енергетичний комплекс Києва (тепломережі, ТЕЦ тощо) для Київенерго та компаній, пов’язаних з ДТЕК і відшкодувати завдані майну киян збитки",520,FALSE,"2017-03-06",TRUE,"Інше"
"727","https://petition.kievcity.gov.ua/petition/?pid=5854","Поставить на остановка общественного транспорта знаки ""Запрещено курить""",308,FALSE,"2017-03-03",TRUE,"Благоустрій, довкілля, тварини"
"728","https://petition.kievcity.gov.ua/petition/?pid=5853","Гідропарк-2 для мешканців Осокорків, Позняків, Харківського",129,FALSE,"2017-03-03",TRUE,"Інше"
"729","https://petition.kievcity.gov.ua/petition/?pid=5848","Благоустрій прибудинкової території за адресою м. Київ, вул. Харківське шосе, 21/3, 21/4",25,FALSE,"2017-03-03",TRUE,"Благоустрій, довкілля, тварини"
"730","https://petition.kievcity.gov.ua/petition/?pid=5845","Прозорий конкурс на посаду директора ""Київавтодору""",391,FALSE,"2017-03-02",TRUE,"Інше"
"731","https://petition.kievcity.gov.ua/petition/?pid=5842","З метою забезпечення безпеки руху пішоходів під час проведення Евробачення на території МВЦ паркан навколо довгострою по вул. Андрія Шептицького 2 встановити в межах ділянки 8000000000:66:178:0009",20,FALSE,"2017-03-02",TRUE,"Інше"
"732","https://petition.kievcity.gov.ua/petition/?pid=5843","БОРТНИЦЬКА СТАНЦІЯ АЕРАЦІЇ ТА СМІТТЄСПАЛЮВАЛЬНИЙ ЗАВОД ""ЕНЕРГІЯ""",367,FALSE,"2017-03-02",TRUE,"Житлово-комунальна інфраструктура та відходи"
"733","https://petition.kievcity.gov.ua/petition/?pid=5833","Перетворити місто Київ в одну з найкращих столиць світу шляхом упорядкування його забудови.",93,FALSE,"2017-03-02",TRUE,"Містобудування"
"734","https://petition.kievcity.gov.ua/petition/?pid=5796","Покращити програму е-петицій «Київ твоїми руками»",41,FALSE,"2017-03-02",TRUE,"Інше"
"735","https://petition.kievcity.gov.ua/petition/?pid=5840","Зобов'язати Київенерго та Київводоканал після проведення ремонтних робіт повертати ділянки у попереднє належне становище",2357,FALSE,"2017-03-02",TRUE,"Інше"
"736","https://petition.kievcity.gov.ua/petition/?pid=5839","Замінити вхідні двері до метрополітену на розсувні (в першу чергу для колясочників та інвалідів)",651,FALSE,"2017-03-02",TRUE,"Транспорт"
"737","https://petition.kievcity.gov.ua/petition/?pid=5838","Громадський транспорт за чітким графіком",350,FALSE,"2017-03-02",TRUE,"Транспорт"
"738","https://petition.kievcity.gov.ua/petition/?pid=5837","Вшанувати пам'ять Олександра Олеся в Києві",44,FALSE,"2017-03-02",TRUE,"Перейменування вулиць"
"739","https://petition.kievcity.gov.ua/petition/?pid=5836","Заварить в домах , которым более 40 лет мусорники .",98,FALSE,"2017-03-02",TRUE,"Житлово-комунальна інфраструктура та відходи"
"740","https://petition.kievcity.gov.ua/petition/?pid=5834","Знести огорожу біля лікарні № 12 Печерского району, як таку що не дає можливості для руху швидкої допомоги до дитячої лікарні №7, а також руху транспорту та пішоходів.",45,FALSE,"2017-03-02",TRUE,"Благоустрій, довкілля, тварини"
"741","https://petition.kievcity.gov.ua/petition/?pid=5814","Скасувати щорічну плату Ощадбанку за обслуговування ""Картки киянина""",255,FALSE,"2017-03-02",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"742","https://petition.kievcity.gov.ua/petition/?pid=5826","Прекратить издевательства над людьми, связанных с ремонтом линии 1-го трамвая",112,FALSE,"2017-03-01",TRUE,"Транспорт"
"743","https://petition.kievcity.gov.ua/petition/?pid=5823","Встановити памятники видатник Українців історичних діячів нашої держави ,на монументах котрі залишились від комуністичних памятників.",32,FALSE,"2017-03-01",TRUE,"Інше"
"744","https://petition.kievcity.gov.ua/petition/?pid=5820","БУДІВНИЦТВО ЗАГАЛЬНООСВІТНЬОЇ ШКОЛИ, ДИТЯЧОЇ МУЗИЧНОЇ ШКОЛИ, ДИТЯЧОЇ ХУДОЖНЬОЇ ШКОЛИ ТА ДИТЯЧОГО САДОЧКУ  ДЛЯ ЖИТЛОВОГО МАСИВУ ПАРКОВІ ОЗЕРА по вул. Воскресенській, 2а",564,FALSE,"2017-03-01",TRUE,"Інше"
"745","https://petition.kievcity.gov.ua/petition/?pid=5819","Залишити Іллю Сагайдака на посаді заступника голови КМДА",21,FALSE,"2017-03-01",TRUE,"Інше"
"746","https://petition.kievcity.gov.ua/petition/?pid=5816","Встановити світлофор на місці зебрі навпроти адреси проспект Відрадний 4. За адресою знаходиться 7 корпусу НН ІМВ НАУ  та Аерокосмічного Ліцею. Данний Світофор допоможе безпечно  перетинати шлях.",89,FALSE,"2017-02-28",TRUE,"Дорожнє господарство та паркування"
"747","https://petition.kievcity.gov.ua/petition/?pid=5813","Встановити односторонній рух вздовж Дитячої лікарні №7 на вул. Підвисоцького",64,FALSE,"2017-02-28",TRUE,"Транспорт"
"748","https://petition.kievcity.gov.ua/petition/?pid=5809","Зробити капітальний ремонт Шулявського мосту",513,FALSE,"2017-02-28",TRUE,"Дорожнє господарство та паркування"
"749","https://petition.kievcity.gov.ua/petition/?pid=5805","Щодо оновлення парку Подільского ТТ депо та закупки нових трамвайних вагонів КТ4А2 для 12 маршруту Контрактова площа-Пуща-Водиця",109,FALSE,"2017-02-28",TRUE,"Транспорт"
"750","https://petition.kievcity.gov.ua/petition/?pid=5795","Очистить город от ПИВНУХ",437,FALSE,"2017-02-28",TRUE,"Інше"
"751","https://petition.kievcity.gov.ua/petition/?pid=5790","Обладнати зупинки громадського транспорту захисними прозорими боковими стінками.",369,FALSE,"2017-02-28",TRUE,"Інше"
"752","https://petition.kievcity.gov.ua/petition/?pid=5788","Зробити безпечними спортивні майданчики та споруди шкіл Києва",138,FALSE,"2017-02-28",TRUE,"Благоустрій, довкілля, тварини"
"753","https://petition.kievcity.gov.ua/petition/?pid=5786","Створити дорогу з переробленого пластику у Києві.",653,FALSE,"2017-02-28",TRUE,"Дорожнє господарство та паркування"
"754","https://petition.kievcity.gov.ua/petition/?pid=5780","Прошу рассмотреть и создать проект «увеличение числа новых бесплатных зарядных станций для электромобилей в г.Киеве»",87,FALSE,"2017-02-28",TRUE,"Інше"
"755","https://petition.kievcity.gov.ua/petition/?pid=5776","Зобов'язати ПАТ АК Київводоканал додати в контакт центр безкоштовний номер для дзвінків з мобільного телефону і  також розмістити на своєму сайті номера телефонів бухгалтерій районних відділень .",93,FALSE,"2017-02-28",TRUE,"Інше"
"756","https://petition.kievcity.gov.ua/petition/?pid=5810","Встановити пам'ятник першому київському князю-християнину Аскольду в центрі Києва (на місці поваленого монумента В. Леніну)",117,FALSE,"2017-02-28",TRUE,"Інше"
"757","https://petition.kievcity.gov.ua/petition/?pid=5808","Тимчасово перенести зупинку трамвая №16 ближче до метро",19,FALSE,"2017-02-28",TRUE,"Транспорт"
"758","https://petition.kievcity.gov.ua/petition/?pid=5806","Отсутствие транспорта по улице Сырецкой и Ольжича.",49,FALSE,"2017-02-28",TRUE,"Транспорт"
"759","https://petition.kievcity.gov.ua/petition/?pid=5801","З метою захисту прав дітей потрібно внести зміни в правила користування метрополітеном.",19,FALSE,"2017-02-28",TRUE,"Транспорт"
"760","https://petition.kievcity.gov.ua/petition/?pid=5802","Открыть туалеты в метро для общего пользования.",659,FALSE,"2017-02-28",TRUE,"Інше"
"761","https://petition.kievcity.gov.ua/petition/?pid=5799","Відновити рух автобусного маршруту №71",35,FALSE,"2017-02-28",TRUE,"Транспорт"
"762","https://petition.kievcity.gov.ua/petition/?pid=5798","Заменить пухо-цветущие тополя на липу, клен, каштан, катальпу или другие саженцы деревьев",152,FALSE,"2017-02-28",TRUE,"Благоустрій, довкілля, тварини"
"763","https://petition.kievcity.gov.ua/petition/?pid=5797","Відновити роботу ескалаторів на шляху від кінцевої зупинки швидкісного трамваю № 3 (вул. Старовокзальна) до станції метро ""Вокзальна"", міської електрички і приміських електропоїздів.",496,FALSE,"2017-02-28",TRUE,"Транспорт"
"764","https://petition.kievcity.gov.ua/petition/?pid=5784","Заборонити створення гуртожитків (хостелів) в квартирах, багатоквартирного будинку",131,FALSE,"2017-02-28",TRUE,"Інше"
"765","https://petition.kievcity.gov.ua/petition/?pid=5793","Велосипедні доріжки та зелена екозона вздовж них!",172,FALSE,"2017-02-28",TRUE,"Благоустрій, довкілля, тварини"
"766","https://petition.kievcity.gov.ua/petition/?pid=5782","Заборона стихійної торгівлі",174,FALSE,"2017-02-28",TRUE,"МАФи та стихійна торгівля"
"767","https://petition.kievcity.gov.ua/petition/?pid=5778","Переглянути дозвіл на паркування біля школи №102 по вулиці Шулявська 10/12",21,FALSE,"2017-02-28",TRUE,"Дорожнє господарство та паркування"
"768","https://petition.kievcity.gov.ua/petition/?pid=5777","Заборона паркування автомобілів на тротуарах, та введення платної парковки у всьому центрі.",121,FALSE,"2017-02-28",TRUE,"Дорожнє господарство та паркування"
"769","https://petition.kievcity.gov.ua/petition/?pid=5775","Впровадження комплексного інформаційного ресурсу (сайт і мобільні додатки) міста Києва. Своєчасне виявлення проблем та їх вирішення з можливістю контролювати їх усунення місцевими жителями.",60,FALSE,"2017-02-28",TRUE,"Інше"
"770","https://petition.kievcity.gov.ua/petition/?pid=5770","Борьба с автомобилями на тротуарах путем создания сервиса, куда отправляется адрес авто нарушителя + фотография нарушения с последующим вызовом правоохранительных органов.",147,FALSE,"2017-02-28",TRUE,"Дорожнє господарство та паркування"
"771","https://petition.kievcity.gov.ua/petition/?pid=5747","Заборонити продаж поліетиленових пакетів",160,FALSE,"2017-02-27",TRUE,"Інше"
"772","https://petition.kievcity.gov.ua/petition/?pid=5774","Навести лад на торгівельних точках на Вокзалі",131,FALSE,"2017-02-27",TRUE,"МАФи та стихійна торгівля"
"773","https://petition.kievcity.gov.ua/petition/?pid=5769","Закінчити ремонт дороги в м.Києві на мосту біля станції метро ""Теремки"" (біля Магелану) по вул. Академіка Глушкова",40,FALSE,"2017-02-27",TRUE,"Дорожнє господарство та паркування"
"774","https://petition.kievcity.gov.ua/petition/?pid=5766","Облаштувати озеро Сонячне",153,FALSE,"2017-02-27",TRUE,"Благоустрій, довкілля, тварини"
"775","https://petition.kievcity.gov.ua/petition/?pid=5764","Встановити  лазерну лінію на проїзній частині дорожньої ділянки в темних місцях та погано освітленої пішохідної зони для запобігання  збивання  пішоходів та тварин на проїзній частині !",131,FALSE,"2017-02-23",TRUE,"Дорожнє господарство та паркування"
"776","https://petition.kievcity.gov.ua/petition/?pid=5763","Створити благодійні установи ""Нове життя"" з реабілітацією, психологічною та медичною допомогою, надати дах над головою та койку-ліжко, соціальну підтримку з подальшим працевлаштуванням для БОМЖів.",267,FALSE,"2017-02-23",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"777","https://petition.kievcity.gov.ua/petition/?pid=5756","""Музика в метро"" - проект, сервісна програма для Київського  метрополітену, та надає можливість і місця-площадки для виступів музикантам і  якісну живу музику пасажирам.",223,FALSE,"2017-02-23",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"778","https://petition.kievcity.gov.ua/petition/?pid=5754","Наполягаємо!!!Повернути вулиці Ванди Василевської історичну назву - МАРІЇНСЬКА !!!",58,FALSE,"2017-02-23",TRUE,"Перейменування вулиць"
"779","https://petition.kievcity.gov.ua/petition/?pid=5752","Замінити аварійно-небезпечний ліфт в домі на вул.Зодчих 64",56,FALSE,"2017-02-23",TRUE,"Житлово-комунальна інфраструктура та відходи"
"780","https://petition.kievcity.gov.ua/petition/?pid=5750","Прибрати рекламу з вікон маршруток.",405,FALSE,"2017-02-23",TRUE,"Транспорт"
"781","https://petition.kievcity.gov.ua/petition/?pid=5749","Створення пільгового закладу харчування  у м. Київ для учасників АТО, військовослужбовців ЗСУ ,та осіб що постраждали під час антитерористичної операції",97,FALSE,"2017-02-23",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"782","https://petition.kievcity.gov.ua/petition/?pid=5748","Інтерактивна програма QR-кодування історичних пам'яток та транспортних вузлів для жителів та гостей міста",55,FALSE,"2017-02-23",TRUE,"Інше"
"783","https://petition.kievcity.gov.ua/petition/?pid=5746","Створити сферу послуг для людей з особливими потребами (тахі, супроводжуючі, прибиральники помешкань, кур""єри, їдальні в кожному районі з можливістю доставки, організатори розважальних програм і т.д)",136,FALSE,"2017-02-23",TRUE,"Інше"
"784","https://petition.kievcity.gov.ua/petition/?pid=5745","Відкриття громадського транспортного маршруту ОСОКОРКИ - ТРОЄЩИНА",111,FALSE,"2017-02-23",TRUE,"Транспорт"
"785","https://petition.kievcity.gov.ua/petition/?pid=5742","Правила поведінки в громадському транспорті. Етікет поведінки в київському метрополітені,",64,FALSE,"2017-02-22",TRUE,"Транспорт"
"786","https://petition.kievcity.gov.ua/petition/?pid=5740","Облаштувати МАЙДАНЧИКИ ДЛЯ СЕЛФІ в найкрасивіших місцях Києва.",69,FALSE,"2017-02-21",TRUE,"Благоустрій, довкілля, тварини"
"787","https://petition.kievcity.gov.ua/petition/?pid=5734","Оплата проїзду в метро за кожну станцію окремо. Перерахунок оплати за кожну станцію окремо.",199,FALSE,"2017-02-21",TRUE,"Транспорт"
"788","https://petition.kievcity.gov.ua/petition/?pid=5732","Отремонтировать крышу на Стальского 28 кв.34",18,FALSE,"2017-02-21",TRUE,"Житлово-комунальна інфраструктура та відходи"
"789","https://petition.kievcity.gov.ua/petition/?pid=5729","Жильцы 1-го подъезда по адресу г. Киев ул. Дорогожицкая 15 б хотят,чтобы уважаемая горадминистрация посмотрела в каком прекрасном подъезде они живут.",49,FALSE,"2017-02-21",TRUE,"Житлово-комунальна інфраструктура та відходи"
"790","https://petition.kievcity.gov.ua/petition/?pid=5727","Відкриття закладу харчування для велосипедистів у районах із розвиненою велоінфраструктурою.",57,FALSE,"2017-02-21",TRUE,"Інше"
"791","https://petition.kievcity.gov.ua/petition/?pid=5725","Ликвидировать КБУ ""контактний центр м.Києва1551""",20,FALSE,"2017-02-21",TRUE,"Інше"
"792","https://petition.kievcity.gov.ua/petition/?pid=5724","Створити мережу приватно-комунальних дитячих садків",54,FALSE,"2017-02-21",TRUE,"Соціальна сфера (освіта, охорона здоров’я, соц. захист та ін.)"
"793","https://petition.kievcity.gov.ua/petition/?pid=5731","Облаштувати популярні парки лавками з USB",53,FALSE,"2017-02-21",TRUE,"Благоустрій, довкілля, тварини"
"794","https://petition.kievcity.gov.ua/petition/?pid=5713","Створити мобільні швидкі прокати велосипедів в місцях де є велике скупчення людей.",109,FALSE,"2017-02-21",TRUE,"Інше"
"795","https://petition.kievcity.gov.ua/petition/?pid=5712","Ужесточить запрет на курение в подъездах жилых домов и на этажах и на лестничных клетках.Установить соответствующие таблички в местах проживания жителей Киева.Штрафовать нарушителей.",861,FALSE,"2017-02-21",TRUE,"Благоустрій, довкілля, тварини"
"796","https://petition.kievcity.gov.ua/petition/?pid=5722","Роздільне збирання сміття. Мотиваційні заходи для населення щодо сортування відходів та передачі його на переробку. Вдосконалення системи збору та утилізації твердих побутових відходів.",1401,FALSE,"2017-02-20",TRUE,"Житлово-комунальна інфраструктура та відходи"
"797","https://petition.kievcity.gov.ua/petition/?pid=5720","Встановлення автоматів для прийому пляшок!!!!!!!",1075,FALSE,"2017-02-20",TRUE,"Житлово-комунальна інфраструктура та відходи"
"798","https://petition.kievcity.gov.ua/petition/?pid=5716","Враховуючи те, що більшість житлових будинків  обслуговують ЖЕД  Управляющих компаній, призначати керівників ЖЕД  на конкурсній основі та за погодженням жителів будинків де вони розташовані.",72,FALSE,"2017-02-20",TRUE,"Житлово-комунальна інфраструктура та відходи"
"799","https://petition.kievcity.gov.ua/petition/?pid=5717","Додати ще одну смугу для перетину перехрестя просп. Ватутіна та бульв. Перова/просп. Маяковського в напрямку ринку ""Троєщина""",41,FALSE,"2017-02-20",TRUE,"Транспорт"
"800","https://petition.kievcity.gov.ua/petition/?pid=5711","Про реконструкцію Солом'янського ландшафтного парку",581,FALSE,"2017-02-20",TRUE,"Благоустрій, довкілля, тварини"
"801","https://petition.kievcity.gov.ua/petition/?pid=5709","Обладнати Київський метрополітен доступом до інтернету, Wi-fi, безпосередньо самі вагони метро",135,FALSE,"2017-02-20",TRUE,"Інше"
